,task,conversation_id,instruction_id,index,speaker,text,segments,new_text,gold_labels,G_DA_rep_init,G_DA_greet,G_DA_conf,G_DA_receipt,G_DA_disconf,G_DA_closer,G_DA_comp_check,G_DA_hold,G_DA_partial_req,G_DA_detail_req,G_DA_grant,G_DA_answer,DA_rep_init,DA_greet,DA_conf,DA_receipt,DA_disconf,DA_closer,DA_comp_check,DA_hold,DA_partial_req,DA_detail_req,DA_grant,DA_answer,all_DA
97459,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,3,U,"No problem. That'll be one quarter on pasta with extra source on top. And two slices of garlic bread on the side, Extra cheese on the side too, little packets of cheese, And a large coke.","[{'start_index': 74, 'end_index': 100, 'text': 'two slices of garlic bread', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 23, 'end_index': 68, 'text': 'one quarter on pasta with extra source on top', 'annotations': [{'name': 'food_order.other_description.item'}]}, {'start_index': 101, 'end_index': 112, 'text': 'on the side', 'annotations': [{'name': 'food_order.other_description.item'}, {'name': 'food_order.other_description.item'}]}, {'start_index': 114, 'end_index': 126, 'text': 'Extra cheese', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 144, 'end_index': 168, 'text': 'little packets of cheese', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 174, 'end_index': 186, 'text': 'a large coke', 'annotations': [{'name': 'food_order.name.item'}]}]","And two slices of garlic bread on the side, Extra cheese on the side too, little packets of cheese, And a large coke.",partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
97460,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,4,U,"And two slices of garlic bread on the side, extra cheese on the side too, little packets of cheese, and a large coke.","[{'start_index': 4, 'end_index': 30, 'text': 'two slices of garlic bread', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 106, 'end_index': 116, 'text': 'large coke', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 31, 'end_index': 42, 'text': 'on the side', 'annotations': [{'name': 'food_order.other_description.item'}, {'name': 'food_order.other_description.item'}]}, {'start_index': 44, 'end_index': 56, 'text': 'extra cheese', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 74, 'end_index': 98, 'text': 'little packets of cheese', 'annotations': [{'name': 'food_order.name.item'}]}]","And two slices of garlic bread on the side, extra cheese on the side too, little packets of cheese, and a large coke.",partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
97461,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,5,A,"One order of pasta with extra sauce on top, Okay, Sure thing, do you want marinara sauce or Alfredo sauce and two sides of garlic bread on the side and extra cheese on the side the little parmesan pack and cheese and a large coke and anything else?","[{'start_index': 74, 'end_index': 88, 'text': 'marinara sauce', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 92, 'end_index': 105, 'text': 'Alfredo sauce', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 110, 'end_index': 135, 'text': 'two sides of garlic bread', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 136, 'end_index': 147, 'text': 'on the side', 'annotations': [{'name': 'food_order.other_description.item'}, {'name': 'food_order.other_description.item'}]}, {'start_index': 152, 'end_index': 164, 'text': 'extra cheese', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 0, 'end_index': 18, 'text': 'One order of pasta', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 19, 'end_index': 42, 'text': 'with extra sauce on top', 'annotations': [{'name': 'food_order.other_description.item'}]}, {'start_index': 181, 'end_index': 212, 'text': 'little parmesan pack and cheese', 'annotations': [{'name': 'food_order.name.item'}]}, {'start_index': 219, 'end_index': 229, 'text': 'large coke', 'annotations': [{'name': 'food_order.name.item'}]}]","One order of pasta with extra sauce on top, Okay, Sure thing, do you want marinara sauce or Alfredo sauce and two sides of garlic bread on the side and extra cheese on the side the little parmesan pack and cheese and a large coke and anything else?","grant, confirmation, detail_request",,,confirmation,,,,,,,detail_request,grant,,,greeting,confirmation,,,,completion_check,,,detail_request,,,"['greeting', 'confirmation', 'completion_check', 'detail_request']"
97462,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,6,U,"Give me Alfred Dosaks, please.","[{'start_index': 8, 'end_index': 21, 'text': 'Alfred Dosaks', 'annotations': [{'name': 'food_order.name.item'}]}]","Give me Alfred Dosaks, please.",answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
97463,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,7,A,"Okay, Alfredo sauce for that pasta, Anything else?","[{'start_index': 6, 'end_index': 34, 'text': 'Alfredo sauce for that pasta', 'annotations': [{'name': 'food_order.other_description.item'}]}]","Okay, Alfredo sauce for that pasta, Anything else?","confirmation, grant, completion_check",,,confirmation,,,,completion_check,,,,grant,,,greeting,confirmation,,,,completion_check,,,detail_request,,,"['greeting', 'confirmation', 'completion_check', 'detail_request']"
97464,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,8,A,And anything else?,,And anything else?,completion_check,,,,,,,completion_check,,,,,,,greeting,,,,,completion_check,,,detail_request,,,"['greeting', 'completion_check', 'detail_request']"
97465,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,9,U,That should be it. Thank you so much.,,That should be it.,confirmation,,,confirmation,,,,,,,,,,,,,,,,,,,,,answer,['answer']
97466,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,9,U,That should be it. Thank you so much.,,Thank you so much.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
97467,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,10,A,"Okay, I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.","[{'start_index': 73, 'end_index': 80, 'text': 'pick-up', 'annotations': [{'name': 'food_order.type.retrieval'}]}, {'start_index': 84, 'end_index': 100, 'text': 'about 20 minutes', 'annotations': [{'name': 'food_order.time.pickup'}]}]","Okay, I have your personal details on file.",sequence_closer,,,,,,sequence_closer,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
97468,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,10,A,"Okay, I have your personal details on file. Your order will be ready for pick-up in about 20 minutes.","[{'start_index': 73, 'end_index': 80, 'text': 'pick-up', 'annotations': [{'name': 'food_order.type.retrieval'}]}, {'start_index': 84, 'end_index': 100, 'text': 'about 20 minutes', 'annotations': [{'name': 'food_order.time.pickup'}]}]",Your order will be ready for pick-up in about 20 minutes.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
97469,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,11,U,Thank you.,,Thank you.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
97470,food-ordering,dlg-fad8fedd-db61-4919-bc50-5011dfce0b23,food-ordering-3,12,A,"Again, I do appreciate your patience, I hope you have a great day.",,"Again, I do appreciate your patience, I hope you have a great day.",sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
98005,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,0,A,How can I help you?,,How can I help you?,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
98006,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,1,U,"I'd like help find a hotel in Park City, Utah.","[{'start_index': 30, 'end_index': 45, 'text': 'Park City, Utah', 'annotations': [{'name': 'hotel_search.location.hotel'}]}]","I'd like help find a hotel in Park City, Utah.",partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,answer,['answer']
98007,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,2,A,"Sure, when will you be there?",,"Sure, when will you be there?","confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,,confirmation,,,,,,,detail_request,,,"['confirmation', 'detail_request']"
98008,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,3,U,January 20th - January 23rd.,"[{'start_index': 0, 'end_index': 27, 'text': 'January 20th - January 23rd', 'annotations': [{'name': 'hotel_search.date_range'}]}]",January 20th - January 23rd.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
98009,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,4,A,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
98010,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,5,A,Do you have any preferences?,,Do you have any preferences?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
98011,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,6,U,How about relaxed to contemporary?,"[{'start_index': 0, 'end_index': 33, 'text': 'How about relaxed to contemporary', 'annotations': [{'name': 'hotel_search.type.room'}]}]",How about relaxed to contemporary?,answer,,,,,,,,,,,,answer,,,,,,,,,partial_request,,,answer,"['partial_request', 'answer']"
98012,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,7,A,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,grant,,"['confirmation', 'grant']"
98013,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,8,U,That sounds good.,,That sounds good.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
98014,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,9,A,Any other preferences?,,Any other preferences?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
98015,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,10,U,"I'm bringing 4 people, I need a coffee maker, a mini fridge in a room and a fireplace.","[{'start_index': 13, 'end_index': 21, 'text': '4 people', 'annotations': [{'name': 'hotel_search.num.guests'}]}, {'start_index': 30, 'end_index': 44, 'text': 'a coffee maker', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 46, 'end_index': 59, 'text': 'a mini fridge', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 74, 'end_index': 85, 'text': 'a fireplace', 'annotations': [{'name': 'hotel_search.amenity'}]}]","I'm bringing 4 people, I need a coffee maker, a mini fridge in a room and a fireplace.",answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
98016,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,11,A,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
98017,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,12,A,Let me check for you.,,Let me check for you.,hold_request,,,,,,,,hold_request,,,,,,,,,,,,hold_request,,,,,['hold_request']
98018,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,13,A,Hold.,,Hold.,hold_request,,,,,,,,hold_request,,,,,,,,,,,,hold_request,,,,,['hold_request']
98019,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,14,A,Just a moment.,,Just a moment.,hold_request,,,,,,,,hold_request,,,,,,,,,,,,hold_request,,,,,['hold_request']
98020,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,15,A,"Unfortunately, a majority of the hotels are full for those days, but I was able to find one Hotel Park City but it is $1399/night.","[{'start_index': 92, 'end_index': 107, 'text': 'Hotel Park City', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}, {'start_index': 118, 'end_index': 129, 'text': '$1399/night', 'annotations': [{'name': 'hotel1_detail.price_per_night'}]}]","Unfortunately, a majority of the hotels are full for those days, but I was able to find one Hotel Park City but it is $1399/night.",grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
98021,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,16,U,"Okay, I guess I have no choice, how close is it to the ski area?","[{'start_index': 32, 'end_index': 63, 'text': 'how close is it to the ski area', 'annotations': [{'name': 'hotel_search.other_request'}]}]","Okay, I guess I have no choice, how close is it to the ski area?","confirmation, partial_request",,,confirmation,,,,,,partial_request,,,,,,confirmation,,disconfirmation,,,,partial_request,,,,"['confirmation', 'disconfirmation', 'partial_request']"
98022,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,17,A,It's about 5-7 miles away from the slopes.,"[{'start_index': 0, 'end_index': 41, 'text': ""It's about 5-7 miles away from the slopes"", 'annotations': [{'name': 'hotel1_detail.other_detail'}]}]",It's about 5-7 miles away from the slopes.,grant,,,,,,,,,,,grant,,,,,,,,,,,,grant,,['grant']
98023,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,18,U,That's okay. Does it have a pool?,"[{'start_index': 26, 'end_index': 32, 'text': 'a pool', 'annotations': [{'name': 'hotel_search.amenity'}]}]",That's okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
98024,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,18,U,That's okay. Does it have a pool?,"[{'start_index': 26, 'end_index': 32, 'text': 'a pool', 'annotations': [{'name': 'hotel_search.amenity'}]}]",Does it have a pool?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
98025,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,19,A,It has an outdoor pool.,"[{'start_index': 7, 'end_index': 22, 'text': 'an outdoor pool', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]",It has an outdoor pool.,grant,,,,,,,,,,,grant,,,,,,,,,,,,grant,,['grant']
98026,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,20,U,"Okay, I'll choose that and bye.",,"Okay, I'll choose that and bye.","confirmation, sequence_closer",,,confirmation,,,sequence_closer,,,,,,,,,confirmation,,,sequence_closer,,,,,,,"['confirmation', 'sequence_closer']"
98027,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,21,A,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
98028,hotels,dlg-007b6ac4-e61b-43bc-8198-2d889f784a31,hotel-5,22,A,Bye.,,Bye.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
99080,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,0,A,How can I help you?,,How can I help you?,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
99081,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,1,U,"Hello, I need to find a hotel in Salem, Oregon for this Friday to this Sunday.","[{'start_index': 33, 'end_index': 46, 'text': 'Salem, Oregon', 'annotations': [{'name': 'hotel_search.location.hotel'}]}, {'start_index': 51, 'end_index': 77, 'text': 'this Friday to this Sunday', 'annotations': [{'name': 'hotel_search.date_range'}]}]","Hello, I need to find a hotel in Salem, Oregon for this Friday to this Sunday.","greeting, partial_request",,greeting,,,,,,,partial_request,,,,,greeting,,,,,,,,,,answer,"['greeting', 'answer']"
99082,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,2,A,For how many people?,,For how many people?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
99083,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,3,U,Two adults and two children.,"[{'start_index': 0, 'end_index': 27, 'text': 'Two adults and two children', 'annotations': [{'name': 'hotel_search.num.guests'}]}]",Two adults and two children.,answer,,,,,,,,,,,,answer,,greeting,,,,,,,,,,answer,"['greeting', 'answer']"
99084,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,4,A,What's your price range?,,What's your price range?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
99085,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,5,U,It's got to be less than $300 a night and I need a king size bed.,"[{'start_index': 15, 'end_index': 37, 'text': 'less than $300 a night', 'annotations': [{'name': 'hotel_search.price_range'}]}, {'start_index': 49, 'end_index': 64, 'text': 'a king size bed', 'annotations': [{'name': 'hotel_search.type.bed'}]}]",It's got to be less than $300 a night and I need a king size bed.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
99086,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,6,A,"Okay. I have Silverton Inn & Suites, DoubleTree by Hilton Hotel and Residence Inn by Marriot.","[{'start_index': 13, 'end_index': 35, 'text': 'Silverton Inn & Suites', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}, {'start_index': 37, 'end_index': 63, 'text': 'DoubleTree by Hilton Hotel', 'annotations': [{'name': 'hotel2_detail.name.hotel'}]}, {'start_index': 68, 'end_index': 92, 'text': 'Residence Inn by Marriot', 'annotations': [{'name': 'hotel3_detail.name.hotel'}]}]",Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
99087,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,6,A,"Okay. I have Silverton Inn & Suites, DoubleTree by Hilton Hotel and Residence Inn by Marriot.","[{'start_index': 13, 'end_index': 35, 'text': 'Silverton Inn & Suites', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}, {'start_index': 37, 'end_index': 63, 'text': 'DoubleTree by Hilton Hotel', 'annotations': [{'name': 'hotel2_detail.name.hotel'}]}, {'start_index': 68, 'end_index': 92, 'text': 'Residence Inn by Marriot', 'annotations': [{'name': 'hotel3_detail.name.hotel'}]}]","I have Silverton Inn & Suites, DoubleTree by Hilton Hotel and Residence Inn by Marriot.",grant,,,,,,,,,,,grant,,,greeting,,,,,,,,,,,['greeting']
99088,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,7,U,Residence Inn by Marriot sounds really good.,"[{'start_index': 0, 'end_index': 24, 'text': 'Residence Inn by Marriot', 'annotations': [{'name': 'hotel3_detail.name.hotel'}]}]",Residence Inn by Marriot sounds really good.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
99089,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,8,A,Do you want me to make the reservation?,,Do you want me to make the reservation?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
99090,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,9,U,"Yeah, please, go ahead.",,"Yeah, please, go ahead.",confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,answer,"['confirmation', 'answer']"
99091,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,10,A,Okay. Reservation has been made. Details have been sent to your email.,"[{'start_index': 6, 'end_index': 31, 'text': 'Reservation has been made', 'annotations': [{'name': 'hotel_booked.hotel_booked'}]}]",Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
99092,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,10,A,Okay. Reservation has been made. Details have been sent to your email.,"[{'start_index': 6, 'end_index': 31, 'text': 'Reservation has been made', 'annotations': [{'name': 'hotel_booked.hotel_booked'}]}]",Reservation has been made.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
99093,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,10,A,Okay. Reservation has been made. Details have been sent to your email.,"[{'start_index': 6, 'end_index': 31, 'text': 'Reservation has been made', 'annotations': [{'name': 'hotel_booked.hotel_booked'}]}]",Details have been sent to your email.,x,,,,,,,,,,,,,,,,,,,,,,,,,[]
99094,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,11,U,Thank you.,,Thank you.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
99095,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,12,A,"Until next time, bye.",,"Until next time, bye.",sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
99096,hotels,dlg-0371d8ba-a107-4207-b1bb-33f8e661a891,hotel-16,13,U,Bye.,,Bye.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
107360,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,0,U,I would like to find out more about the hotel I planned to stay at.,,I would like to find out more about the hotel I planned to stay at.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
107361,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,1,A,Okay. What is the name of the hotel?,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
107362,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,1,A,Okay. What is the name of the hotel?,,What is the name of the hotel?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
107363,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,2,U,"Marriott's Summit Watch, Park City, Utah.","[{'start_index': 0, 'end_index': 23, 'text': ""Marriott's Summit Watch"", 'annotations': [{'name': 'hotel_search.name.hotel'}]}, {'start_index': 25, 'end_index': 40, 'text': 'Park City, Utah', 'annotations': [{'name': 'hotel_search.location.hotel'}]}]","Marriott's Summit Watch, Park City, Utah.",answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
107364,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,3,A,Okay.,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
107365,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,4,U,And my date of journey's between 22nd to 24th of December.,"[{'start_index': 25, 'end_index': 57, 'text': 'between 22nd to 24th of December', 'annotations': [{'name': 'hotel_search.date_range'}]}]",And my date of journey's between 22nd to 24th of December.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
107366,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,5,A,Okay. What would you like to know?,,Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
107367,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,5,A,Okay. What would you like to know?,,What would you like to know?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
107368,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,6,U,I would like to know that does the hotel have a restaurant?,"[{'start_index': 46, 'end_index': 58, 'text': 'a restaurant', 'annotations': [{'name': 'hotel_search.amenity'}]}]",I would like to know that does the hotel have a restaurant?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,answer,"['partial_request', 'answer']"
107369,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,7,A,The hotel unfortunately does not have a resaurant.,"[{'start_index': 38, 'end_index': 49, 'text': 'a resaurant', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]",The hotel unfortunately does not have a resaurant.,grant,,,,,,,,,,,grant,,,,,,,,,,,,grant,,['grant']
107370,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,8,U,Okay. And does it have a pool and hot tub?,"[{'start_index': 23, 'end_index': 29, 'text': 'a pool', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 34, 'end_index': 41, 'text': 'hot tub', 'annotations': [{'name': 'hotel_search.amenity'}]}]",Okay.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
107371,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,8,U,Okay. And does it have a pool and hot tub?,"[{'start_index': 23, 'end_index': 29, 'text': 'a pool', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 34, 'end_index': 41, 'text': 'hot tub', 'annotations': [{'name': 'hotel_search.amenity'}]}]",And does it have a pool and hot tub?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
107372,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,9,A,Yes.,,Yes.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,grant,,"['confirmation', 'grant']"
107373,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,10,U,And does it have balcony and terrace?,"[{'start_index': 17, 'end_index': 24, 'text': 'balcony', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 29, 'end_index': 36, 'text': 'terrace', 'annotations': [{'name': 'hotel_search.amenity'}]}]",And does it have balcony and terrace?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
107374,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,11,A,No balconies and no terraces.,"[{'start_index': 3, 'end_index': 12, 'text': 'balconies', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 20, 'end_index': 28, 'text': 'terraces', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]",No balconies and no terraces.,grant,,,,,,,,,,,grant,,,,,,disconfirmation,,,,,,grant,,"['disconfirmation', 'grant']"
107375,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,12,U,And what will be the price of the hotel?,,And what will be the price of the hotel?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
107376,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,13,A,How many rooms?,,How many rooms?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,grant,,"['detail_request', 'grant']"
107377,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,14,U,One room.,"[{'start_index': 0, 'end_index': 8, 'text': 'One room', 'annotations': [{'name': 'hotel_search.num.rooms'}]}]",One room.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
107378,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,15,A,$349 per night.,"[{'start_index': 0, 'end_index': 14, 'text': '$349 per night', 'annotations': [{'name': 'hotel1_detail.price_per_night'}]}]",$349 per night.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
107379,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,16,U,That sounds great. Thank you so much for your help.,,That sounds great.,confirmation,,,confirmation,,,,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
107380,hotels,dlg-1b4bc5eb-1ff3-495f-a875-18a880f9d385,hotel-1,16,U,That sounds great. Thank you so much for your help.,,Thank you so much for your help.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
